User,Film,Rating,idUser,idFilm,rRating
GilaFilmID,Bird Box,1.895833,10,161,1.9
GilaFilmID,Bird Box,1.895833,10,161,1.9
GilaFilmID,Target,3.072917,10,165,3.07
GilaFilmID,Target,3.072917,10,165,3.07
GilaFilmID,Beyond Skyline,2.721354,10,184,2.72
GilaFilmID,Beyond Skyline,2.790865,10,184,2.79
GilaFilmID,The Outsider,2.5,10,187,2.5
GilaFilmID,The Outsider,2.5,10,187,2.5
GilaFilmID,Bad Genius,2.895833,10,204,2.9
GilaFilmID,Bad Genius,2.263889,10,204,2.26
GilaFilmID,Psychokinesis,3.375,10,206,3.38
GilaFilmID,Kodachrome,2.5,10,207,2.5
GilaFilmID,Galih dan Ratna,2.5,10,231,2.5
GilaFilmID,Kickboxer: Retaliation,2.5,10,241,2.5
GilaFilmID,Kung Fu Yoga,2.5,10,243,2.5
GilaFilmID,Mary Poppins Returns,2.916667,10,249,2.92
GilaFilmID,Mary Poppins Returns,4.5,10,249,4.5
GilaFilmID,Molly's Game,1.5,10,251,1.5
GilaFilmID,Peter Rabbit,3.15,10,256,3.15
GilaFilmID,Peter Rabbit,2.694444,10,256,2.69
GilaFilmID,Solo: A Star Wars Story,1.875,10,268,1.88
GilaFilmID,Solo: A Star Wars Story,1.875,10,268,1.88
GilaFilmID,Spider-Man: Into the Spider-Verse,2.375,10,270,2.38
GilaFilmID,Spider-Man: Into the Spider-Verse,4.5,10,270,4.5
GilaFilmID,The Angry Birds Movie 2,1.25,10,276,1.25
GilaFilmID,The Breadwinner,3.0,10,280,3.0
GilaFilmID,The Breadwinner,3.0,10,280,3.0
GilaFilmID,The Bye Bye Man,2.5,10,281,2.5
GilaFilmID,Thor: Ragnarok,2.291667,10,287,2.29
GilaFilmID,Thor: Ragnarok,3.5375,10,287,3.54
GilaFilmID,The Foreigner,2.75,10,289,2.75
GilaFilmID,The Incredibles 2,2.895597,10,294,2.9
GilaFilmID,The Secret Life of Pets 2,3.5,10,297,3.5
GilaFilmID,The Nutcracker and the Four Realms,2.75,10,298,2.75
GilaFilmID,The Little Mermaid,2.5,10,299,2.5
GilaFilmID,Bright,2.5,10,300,2.5
GilaFilmID,Death Note,2.5,10,301,2.5
GilaFilmID,Death Note,2.928977,10,301,2.93
GilaFilmID,Okja,2.5,10,302,2.5
GilaFilmID,5 Cowok Jagoan,3.75,10,303,3.75
GilaFilmID,5 Cowok Jagoan,2.8125,10,303,2.81
GilaFilmID,Ant-Man and the Wasp,1.645833,10,304,1.65
GilaFilmID,Ant-Man and the Wasp,1.645833,10,304,1.65
GilaFilmID,Avengers: Infinity War,2.520833,10,305,2.52
GilaFilmID,Avengers: Infinity War,1.916667,10,305,1.92
GilaFilmID,Black Panther,3.0,10,306,3.0
GilaFilmID,Black Panther,2.694444,10,306,2.69
GilaFilmID,Buffalo Boys,2.625,10,307,2.62
GilaFilmID,Buffalo Boys,2.474265,10,307,2.47
GilaFilmID,Christopher Robin,2.8125,10,309,2.81
GilaFilmID,When We First Met,2.5,10,316,2.5
GilaFilmID,War Machine,2.5,10,319,2.5
GilaFilmID,A Bad Moms Christmas,2.5,10,325,2.5
GilaFilmID,A Wrinkle in Time,2.5,10,326,2.5
GilaFilmID,A Wrinkle in Time,1.8,10,326,1.8
GilaFilmID,American Assassin,2.5,10,327,2.5
GilaFilmID,The Babysitter,2.5,10,332,2.5
GilaFilmID,Breath,2.5,10,333,2.5
GilaFilmID,Long Shot,4.25,10,334,4.25
GilaFilmID,Chasing the Dragon,3.75,10,337,3.75
GilaFilmID,Chasing the Dragon,3.75,10,337,3.75
GilaFilmID,What Happened to Monday,2.5,10,338,2.5
GilaFilmID,Message from the King,2.5,10,354,2.5
GilaFilmID,Sand Castle,2.5,10,363,2.5
GilaFilmID,Sin City,2.902778,10,375,2.9
GilaFilmID,Sin City,2.375,10,375,2.38
GilaFilmID,Ip Man 4: The Finale,3.013889,10,380,3.01
GilaFilmID,Ip Man 4: The Finale,3.75,10,380,3.75
GilaFilmID,The Players,2.583333,10,381,2.58
GilaFilmID,The Players,2.5,10,381,2.5
GilaFilmID,Lady Bird,2.833333,10,389,2.83
GilaFilmID,Lady Bird,2.619792,10,389,2.62
GilaFilmID,The Disaster Artist,2.5,10,390,2.5
GilaFilmID,Uncut Gems,2.5,10,392,2.5
GilaFilmID,Dilan 1991,3.289286,10,395,3.29
GilaFilmID,Dilan 1991,3.289286,10,395,3.29
GilaFilmID,Si Doel the Movie,3.625,10,396,3.62
GilaFilmID,Si Doel the Movie,3.625,10,396,3.62
GilaFilmID,My Stupid Boss 2,1.75,10,399,1.75
GilaFilmID,The Willoughbys,2.5,10,402,2.5
GilaFilmID,Angel Has Fallen,3.25,10,407,3.25
GilaFilmID,Happy Old Year,2.5,10,408,2.5
GilaFilmID,All The Bright Places,2.75,10,413,2.75
GilaFilmID,Love for Sale 2,2.9,10,415,2.9
GilaFilmID,Love for Sale 2,2.5,10,415,2.5
GilaFilmID,Posesif,4.0,10,419,4.0
GilaFilmID,Posesif,1.875,10,419,1.88
GilaFilmID,6 Underground,3.166667,10,450,3.17
GilaFilmID,6 Underground,3.135714,10,450,3.14
GilaFilmID,Marriage Story,2.729167,10,451,2.73
GilaFilmID,Marriage Story,2.375,10,451,2.38
GilaFilmID,The Island,2.840909,10,454,2.84
GilaFilmID,Master Z: The Ip Man Legacy,4.5,10,455,4.5
GilaFilmID,Love for Sale,2.895833,10,458,2.9
GilaFilmID,Love for Sale,3.0,10,458,3.0
GilaFilmID,Munafik 2,3.955,10,470,3.96
GilaFilmID,Munafik 2,3.955,10,470,3.96
GilaFilmID,Triple Frontier,2.5,10,478,2.5
GilaFilmID,The Dirt,4.0,10,479,4.0
GilaFilmID,It Comes at Night,3.125,10,481,3.12
GilaFilmID,It Comes at Night,3.125,10,481,3.12
GilaFilmID,The Irishman,2.414063,10,486,2.41
GilaFilmID,The Irishman,2.875,10,486,2.88
GilaFilmID,Budapest,2.916667,10,490,2.92
GilaFilmID,The Silence,2.5,10,497,2.5
GilaFilmID,Joy,3.0,10,498,3.0
GilaFilmID,Unicorn Store,2.5,10,507,2.5
GilaFilmID,Shadow,2.795455,10,520,2.8
GilaFilmID,Drive,2.5,10,521,2.5
GilaFilmID,My Stupid Boss,2.5,10,525,2.5
GilaFilmID,My Stupid Boss,3.333333,10,525,3.33
GilaFilmID,The Last Airbender,2.5,10,526,2.5
GilaFilmID,The Runaways,2.75,10,527,2.75
GilaFilmID,The Bling Ring,3.064191,10,530,3.06
GilaFilmID,The Danish Girl,4.0,10,531,4.0
GilaFilmID,Sinister 2,2.0625,10,532,2.06
GilaFilmID,Sinister 2,2.5,10,532,2.5
GilaFilmID,Olympus Has Fallen,3.75,10,533,3.75
GilaFilmID,Olympus Has Fallen,3.75,10,533,3.75
GilaFilmID,Selfless,2.5,10,534,2.5
GilaFilmID,Habibie & Ainun,2.5,10,535,2.5
GilaFilmID,Black Sea,2.454167,10,536,2.45
GilaFilmID,Rudy Habibie,4.25,10,537,4.25
GilaFilmID,Rudy Habibie,4.25,10,537,4.25
GilaFilmID,Surga Yang Tak Dirindukan,2.666667,10,538,2.67
GilaFilmID,The Theory of Everything,2.840909,10,540,2.84
GilaFilmID,Kill the Messenger,2.5,10,541,2.5
GilaFilmID,Camp X-Ray,1.5,10,542,1.5
GilaFilmID,Chernobyl Diaries,2.5,10,544,2.5
GilaFilmID,Clash of the Titans,3.125,10,545,3.12
GilaFilmID,Cloud Atlas,2.5,10,546,2.5
GilaFilmID,Cloud Atlas,3.421875,10,546,3.42
GilaFilmID,Clouds of Sils Maria,2.840909,10,547,2.84
GilaFilmID,Dallas Buyers Club,2.5,10,548,2.5
GilaFilmID,Dolphin Tale 2,2.5,10,551,2.5
GilaFilmID,Don't Knock Twice,2.916667,10,553,2.92
GilaFilmID,Earth to Echo,2.840909,10,554,2.84
GilaFilmID,Silent Hill: Revelation,2.5,10,555,2.5
GilaFilmID,Stonehearst Asylum,2.5,10,559,2.5
GilaFilmID,Suckseed,2.5,10,560,2.5
GilaFilmID,Surat Dari Praha,3.5625,10,561,3.56
GilaFilmID,Surat Dari Praha,2.5,10,561,2.5
GilaFilmID,Swiss Army Man,2.5,10,562,2.5
GilaFilmID,The Adventures of Tintin,2.5,10,563,2.5
GilaFilmID,The Autopsy of Jane Doe,2.5,10,565,2.5
GilaFilmID,The Bounty Hunter,2.5,10,567,2.5
GilaFilmID,The Captive,2.982955,10,568,2.98
GilaFilmID,The Company Men,2.5,10,569,2.5
GilaFilmID,The Croods,3.5,10,570,3.5
GilaFilmID,The Devil Inside,2.5,10,571,2.5
GilaFilmID,The Frozen Ground,2.5,10,574,2.5
GilaFilmID,Chappie,2.875,10,577,2.88
GilaFilmID,Chappie,2.5,10,577,2.5
GilaFilmID,Extraction,2.5,10,578,2.5
GilaFilmID,Green Lantern,2.5,10,579,2.5
GilaFilmID,Green Lantern,3.125,10,579,3.12
GilaFilmID,The Interview,2.5,10,580,2.5
GilaFilmID,The November Man,2.5,10,581,2.5
GilaFilmID,Walk of Shame,2.5,10,582,2.5
GilaFilmID,Inception,2.919643,10,583,2.92
GilaFilmID,Inception,2.5,10,583,2.5
GilaFilmID,Django Unchained,3.46875,10,584,3.47
GilaFilmID,Django Unchained,2.642857,10,584,2.64
GilaFilmID,The Twilight Saga: Breaking Dawn: Part 1,2.5,10,586,2.5
GilaFilmID,The Twilight Saga: Breaking Dawn: Part 1,2.5,10,586,2.5
GilaFilmID,The Twilight Saga: Breaking Dawn: Part 2,3.125,10,587,3.12
GilaFilmID,The Twilight Saga: Breaking Dawn: Part 2,2.625,10,587,2.62
GilaFilmID,Brick Mansions,2.295455,10,589,2.3
GilaFilmID,Snowpiercer,2.041667,10,590,2.04
GilaFilmID,Snowpiercer,1.8125,10,590,1.81
GilaFilmID,Kung Fu Panda 2,2.5,10,591,2.5
GilaFilmID,Sabotage,2.958333,10,595,2.96
GilaFilmID,The Darkest Hour,2.5,10,599,2.5
GilaFilmID,The Whole Truth,2.5,10,600,2.5
GilaFilmID,Crimson Peak,3.0,10,601,3.0
GilaFilmID,Insidious,3.4375,10,602,3.44
GilaFilmID,The BFG,2.5,10,603,2.5
GilaFilmID,The BFG,4.0,10,603,4.0
GilaFilmID,The Conjuring,2.5,10,605,2.5
GilaFilmID,The Conjuring,2.5,10,605,2.5
GilaFilmID,The Conjuring 2,2.5,10,606,2.5
GilaFilmID,The Conjuring 2,4.0,10,606,4.0
GilaFilmID,War Dogs,3.75,10,607,3.75
GilaFilmID,Shutter Island,2.5,10,608,2.5
GilaFilmID,Triple 9,3.5,10,612,3.5
GilaFilmID,3 Days to Kill,2.208333,10,613,2.21
GilaFilmID,Cloudy with a Chance of Meatballs 2,3.527778,10,614,3.53
GilaFilmID,Snowden,2.5,10,615,2.5
GilaFilmID,ParaNorman,2.5,10,616,2.5
GilaFilmID,Batman: The Killing Joke,3.392857,10,617,3.39
GilaFilmID,The Smurfs 2,2.5,10,619,2.5
GilaFilmID,How to Train Your Dragon 2,3.104167,10,620,3.1
GilaFilmID,The Smurfs,2.25,10,622,2.25
GilaFilmID,Seventh Son,2.005208,10,623,2.01
GilaFilmID,Mr. Peabody & Sherman,2.5,10,624,2.5
GilaFilmID,Headshot,2.9375,10,625,2.94
GilaFilmID,Headshot,2.875,10,625,2.88
GilaFilmID,Ip Man 3,3.571429,10,627,3.57
GilaFilmID,Jupiter Ascending,2.5,10,633,2.5
GilaFilmID,Jupiter Ascending,2.772619,10,633,2.77
GilaFilmID,The Social Network,2.232143,10,635,2.23
GilaFilmID,The Social Network,2.232143,10,635,2.23
GilaFilmID,The Space Between Us,2.76875,10,636,2.77
GilaFilmID,Train to Busan,3.5,10,638,3.5
GilaFilmID,Train to Busan,2.5,10,638,2.5
GilaFilmID,Transcendence,2.5,10,639,2.5
GilaFilmID,Turbo,2.5,10,640,2.5
GilaFilmID,Tusk,2.5,10,641,2.5
GilaFilmID,Beowulf,2.75,10,647,2.75
GilaFilmID,Pineapple Express,2.5,10,649,2.5
GilaFilmID,A Single Man,2.5,10,655,2.5
GilaFilmID,A Love Story,2.9,10,656,2.9
GilaFilmID,A Love Story,2.5,10,656,2.5
GilaFilmID,The Bucket List,2.5,10,657,2.5
GilaFilmID,Ghost Rider,2.5,10,661,2.5
GilaFilmID,Twilight,2.5,10,664,2.5
GilaFilmID,Twilight,4.25,10,664,4.25
GilaFilmID,Kung Fu Panda,3.75,10,665,3.75
GilaFilmID,Seven Pounds,2.75,10,667,2.75
GilaFilmID,The Strangers,3.214286,10,669,3.21
GilaFilmID,The Lovely Bones,3.125,10,676,3.12
GilaFilmID,The Signal,3.045455,10,683,3.05
GilaFilmID,Newtown,2.5,10,687,2.5
GilaFilmID,Planet Hulk,2.5,10,689,2.5
GilaFilmID,Moonlight,2.5,10,696,2.5
GilaFilmID,Moonlight,2.5,10,696,2.5
GilaFilmID,Left Behind,2.5,10,706,2.5
GilaFilmID,World Trade Center,2.5,10,708,2.5
GilaFilmID,Into the Wild,2.5,10,709,2.5
GilaFilmID,Into the Wild,2.5,10,709,2.5
GilaFilmID,Safe House,2.5,10,710,2.5
GilaFilmID,The Founder,2.5,10,716,2.5
GilaFilmID,Young Adult,2.5,10,717,2.5
GilaFilmID,Young Adult,1.875,10,717,1.88
GilaFilmID,Captain Fantastic,2.5,10,718,2.5
GilaFilmID,The Fundamentals of Caring,2.5,10,720,2.5
GilaFilmID,Barely Lethal,2.840909,10,722,2.84
GilaFilmID,Anesthesia,2.840909,10,724,2.84
GilaFilmID,Dead Man Down,2.625,10,727,2.62
GilaFilmID,Dead Man Down,2.5,10,727,2.5
GilaFilmID,Underworld: Rise of the Lycans,2.840909,10,731,2.84
GilaFilmID,The Edge of Seventeen,2.5,10,739,2.5
GilaFilmID,American Ultra,2.5,10,740,2.5
GilaFilmID,American Ultra,2.5,10,740,2.5
GilaFilmID,Casino Royale,1.25,10,751,1.25
GilaFilmID,Casino Royale,1.25,10,751,1.25
GilaFilmID,Charlie and the Chocolate Factory,3.475,10,752,3.48
GilaFilmID,Charlie and the Chocolate Factory,3.475,10,752,3.48
GilaFilmID,Cloverfield,2.5,10,755,2.5
GilaFilmID,Cloverfield,2.5,10,755,2.5
GilaFilmID,Evan Almighty,2.5,10,756,2.5
GilaFilmID,The Da Vinci Code,2.5,10,758,2.5
GilaFilmID,Sherlock Holmes,1.0,10,759,1.0
GilaFilmID,Sherlock Holmes,3.625,10,759,3.62
GilaFilmID,Spider-Man 3,3.375,10,760,3.38
GilaFilmID,Spider-Man 3,4.0,10,760,4.0
GilaFilmID,Superman Returns,2.757813,10,762,2.76
GilaFilmID,Superman Returns,2.5,10,762,2.5
GilaFilmID,Teenage Mutant Ninja Turtles,2.5,10,764,2.5
GilaFilmID,Teenage Mutant Ninja Turtles,2.5,10,764,2.5
GilaFilmID,The Amityville Horror,2.5,10,766,2.5
GilaFilmID,The Pink Panther,2.795455,10,768,2.8
GilaFilmID,The Pursuit of Happyness,2.5,10,770,2.5
GilaFilmID,Zodiac,3.75,10,774,3.75
GilaFilmID,Zombieland,2.5,10,775,2.5
GilaFilmID,Hitch,2.5,10,776,2.5
GilaFilmID,Paranormal Activity,2.5,10,784,2.5
GilaFilmID,Friday the 13th,2.5,10,790,2.5
sinemagerbanget,Gunpowder Milkshake,2.53125,11,2,2.53
sinemagerbanget,A Classic Horror Story,2.3,11,18,2.3
sinemagerbanget,Wish Dragon,2.840909,11,28,2.84
sinemagerbanget,Army of the Dead,3.192857,11,31,3.19
sinemagerbanget,The Mitchells vs The Machines,2.5,11,34,2.5
sinemagerbanget,Death to 2020,2.444444,11,76,2.44
sinemagerbanget,Ma Rainey's Black Bottom,3.708333,11,83,3.71
sinemagerbanget,Space Sweepers,3.3125,11,89,3.31
sinemagerbanget,We Can Be Heroes,2.423182,11,94,2.42
sinemagerbanget,Mile 22,2.5,11,98,2.5
sinemagerbanget,His House,3.625,11,99,3.62
sinemagerbanget,Enola Holmes,2.5,11,112,2.5
sinemagerbanget,Whipped,2.5,11,113,2.5
sinemagerbanget,I'm Thinking of Ending Things,4.5,11,121,4.5
sinemagerbanget,Movie 43,2.8375,11,133,2.84
sinemagerbanget,Velvet Buzzsaw,3.5,11,153,3.5
sinemagerbanget,Target,2.5,11,165,2.5
sinemagerbanget,May the Devil Take You,3.388889,11,167,3.39
sinemagerbanget,Apostle,2.96875,11,171,2.97
sinemagerbanget,Kuntilanak,2.5,11,172,2.5
sinemagerbanget,The Outsider,2.8125,11,187,2.81
sinemagerbanget,The Ballad of Buster Scruggs,3.5925,11,197,3.59
sinemagerbanget,Bad Genius,3.0,11,204,3.0
sinemagerbanget,The Ritual,3.5,11,211,3.5
sinemagerbanget,Star Wars: Episode VIII: The Last Jedi,3.125,11,271,3.12
sinemagerbanget,The Angry Birds Movie 2,3.030303,11,276,3.03
sinemagerbanget,The Breadwinner,4.125,11,280,4.12
sinemagerbanget,Thor: Ragnarok,2.90625,11,287,2.91
sinemagerbanget,The Hurricane Heist,2.958333,11,293,2.96
sinemagerbanget,The Incredibles 2,3.041667,11,294,3.04
sinemagerbanget,The Secret Life of Pets 2,3.25,11,297,3.25
sinemagerbanget,Death Note,3.5,11,301,3.5
sinemagerbanget,The Last Airbender,2.072917,11,526,2.07
sinemagerbanget,Hugo,2.5,11,528,2.5
sinemagerbanget,The Bling Ring,2.1875,11,530,2.19
sinemagerbanget,Sinister 2,2.5,11,532,2.5
sinemagerbanget,Extraction,1.5,11,578,1.5
sinemagerbanget,Green Lantern,0.75,11,579,0.75
sinemagerbanget,Inception,2.9375,11,583,2.94
sinemagerbanget,The Darkest Hour,3.75,11,599,3.75
sinemagerbanget,Insidious,2.0,11,602,2.0
sinemagerbanget,The Conjuring,2.5,11,605,2.5
sinemagerbanget,Headshot,3.21875,11,625,3.22
sinemagerbanget,The Social Network,3.625,11,635,3.62
sinemagerbanget,Pineapple Express,2.25,11,649,2.25
sinemagerbanget,Ip Man,3.125,11,658,3.12
sinemagerbanget,The Twilight Saga: New Moon,2.5,11,663,2.5
sinemagerbanget,Twilight,2.166667,11,664,2.17
sinemagerbanget,Star Trek,2.895833,11,668,2.9
sinemagerbanget,Tenacious D in The Pick of Destiny,4.166667,11,736,4.17
sinemagerbanget,Casino Royale,2.375,11,751,2.38
sinemagerbanget,Spider-Man 3,2.666667,11,760,2.67
sinemagerbanget,Superbad,2.25,11,761,2.25
sinemagerbanget,Paranormal Activity,2.5,11,784,2.5
teppy87,Scott Pilgrim vs. the World,4.0,12,139,4.0
teppy87,"Love, Rosie",2.864583,12,144,2.86
teppy87,The Night Comes for Us,2.5,12,170,2.5
teppy87,The Kissing Booth,2.857143,12,183,2.86
teppy87,Galih dan Ratna,2.965278,12,231,2.97
teppy87,Molly's Game,2.5,12,251,2.5
teppy87,Spider-Man: Into the Spider-Verse,2.5,12,270,2.5
teppy87,Thor: Ragnarok,2.5,12,287,2.5
teppy87,Avengers: Infinity War,3.9375,12,305,3.94
teppy87,Black Panther,3.125,12,306,3.12
teppy87,Buffalo Boys,3.0,12,307,3.0
teppy87,To the Bone,4.25,12,315,4.25
teppy87,Long Shot,3.125,12,334,3.12
teppy87,Milea,4.4375,12,384,4.44
teppy87,Lady Bird,2.5,12,389,2.5
teppy87,Dilan 1990,4.25,12,394,4.25
teppy87,Dilan 1991,2.5,12,395,2.5
teppy87,Si Doel the Movie,3.0,12,396,3.0
teppy87,Love for Sale 2,3.214286,12,415,3.21
teppy87,Posesif,2.8125,12,419,2.81
teppy87,Marriage Story,2.160714,12,451,2.16
teppy87,Love for Sale,2.75,12,458,2.75
teppy87,The Perfect Date,2.75,12,473,2.75
teppy87,The Perfection,3.75,12,500,3.75
teppy87,My Stupid Boss,2.229167,12,525,2.23
teppy87,The Bling Ring,1.25,12,530,1.25
teppy87,Habibie & Ainun,2.5,12,535,2.5
teppy87,Rudy Habibie,1.8125,12,537,1.81
teppy87,Suckseed,2.5,12,560,2.5
teppy87,The Age of Shadows,2.5,12,564,2.5
teppy87,The Captive,2.5,12,568,2.5
teppy87,Grown Ups,3.125,12,576,3.12
teppy87,Extraction,2.795455,12,578,2.8
teppy87,Inception,2.857143,12,583,2.86
teppy87,Kung Fu Panda 2,3.375,12,591,3.38
teppy87,Insidious,2.5,12,602,2.5
teppy87,Tanda Tanya,2.833333,12,611,2.83
teppy87,Real Steel,2.5,12,618,2.5
teppy87,Train to Busan,3.296875,12,638,3.3
teppy87,The Bucket List,3.5,12,657,3.5
teppy87,Twilight,2.75,12,664,2.75
teppy87,Kung Fu Panda,3.375,12,665,3.38
teppy87,The Pursuit of Happyness,3.958333,12,770,3.96
teppy87,Zombieland,2.770833,12,775,2.77
teppy87,Revolutionary Road,2.0,12,787,2.0
kampusfilmID,Thor: Ragnarok,3.85,13,287,3.85
kampusfilmID,Black Panther,3.75,13,306,3.75
kampusfilmID,Lady Bird,3.75,13,389,3.75
kampusfilmID,Posesif,3.068182,13,419,3.07
kampusfilmID,Marriage Story,3.6375,13,451,3.64
kampusfilmID,Love for Sale,4.197917,13,458,4.2
paradigmafilm,A Classic Horror Story,4.0,14,18,4.0
paradigmafilm,The Woman in the Window,2.5,14,32,2.5
paradigmafilm,Generasi 90an: Melankolia,2.416667,14,78,2.42
paradigmafilm,Mariposa,3.325,14,84,3.32
paradigmafilm,Space Sweepers,3.5625,14,89,3.56
paradigmafilm,Mile 22,2.375,14,98,2.38
paradigmafilm,His House,2.57197,14,99,2.57
paradigmafilm,The Babysitter: Killer Queen,3.75,14,116,3.75
paradigmafilm,I'm Thinking of Ending Things,2.840909,14,121,2.84
paradigmafilm,Ave Maryam,3.75,14,122,3.75
paradigmafilm,Project Power,3.75,14,126,3.75
paradigmafilm,Last Night,4.125,14,129,4.12
paradigmafilm,Scott Pilgrim vs. the World,2.75,14,139,2.75
paradigmafilm,Room,2.916667,14,145,2.92
paradigmafilm,The Night Comes for Us,3.166667,14,170,3.17
paradigmafilm,Apostle,1.15625,14,171,1.16
paradigmafilm,Death Note,3.428977,14,301,3.43
paradigmafilm,5 Cowok Jagoan,2.9375,14,303,2.94
paradigmafilm,Buffalo Boys,3.416667,14,307,3.42
paradigmafilm,Burning,2.083333,14,308,2.08
paradigmafilm,Ne Zha,2.78125,14,391,2.78
paradigmafilm,Dilan 1990,2.5,14,394,2.5
paradigmafilm,Dilan 1991,4.125,14,395,4.12
paradigmafilm,Love for Sale 2,2.541667,14,415,2.54
paradigmafilm,Posesif,3.125,14,419,3.12
paradigmafilm,Love for Sale,3.5625,14,458,3.56
paradigmafilm,The Perfection,2.15625,14,500,2.16
paradigmafilm,Rudy Habibie,2.5,14,537,2.5
paradigmafilm,Surga Yang Tak Dirindukan,2.5,14,538,2.5
paradigmafilm,Swiss Army Man,1.875,14,562,1.88
paradigmafilm,Tanda Tanya,2.833333,14,611,2.83
paradigmafilm,Headshot,2.823214,14,625,2.82
paradigmafilm,American Ultra,2.1875,14,740,2.19
paradigmafilm,Merantau,3.416667,14,781,3.42
ngobrolinpilem,Ali & Ratu Ratu Queens,2.670455,15,26,2.67
ngobrolinpilem,Death to 2020,3.441964,15,76,3.44
ngobrolinpilem,If Anything Happens I Love You,3.75,15,80,3.75
ngobrolinpilem,Enola Holmes,2.5,15,112,2.5
ngobrolinpilem,Scott Pilgrim vs. the World,3.1875,15,139,3.19
ngobrolinpilem,Happy Old Year,2.5,15,408,2.5
ngobrolinpilem,Moonlight,5.0,15,696,5.0
ngobrolinpilem,Into the Wild,3.0,15,709,3.0
commaditya,Bird Box,0.75,16,161,0.75
commaditya,FullMetal Alchemist,3.333333,16,191,3.33
commaditya,The Pursuit,2.5,16,277,2.5
commaditya,Thor: Ragnarok,3.25,16,287,3.25
commaditya,Cahaya Dari Timur Beta Maluku,4.25,16,421,4.25
commaditya,Twilight,3.145833,16,664,3.15
commaditya,Star Trek,2.75,16,668,2.75
sir_amirsyarif,Gunpowder Milkshake,3.238095,17,2,3.24
sir_amirsyarif,Wish Dragon,3.320833,17,28,3.32
sir_amirsyarif,Generasi 90an: Melankolia,2.222222,17,78,2.22
sir_amirsyarif,I Care a Lot,3.0,17,79,3.0
sir_amirsyarif,June & Kopi,3.054167,17,81,3.05
sir_amirsyarif,Layla Majnun,2.5,17,82,2.5
sir_amirsyarif,Mile 22,3.8125,17,98,3.81
sir_amirsyarif,Over the Moon,2.375,17,102,2.38
sir_amirsyarif,Enola Holmes,3.729167,17,112,3.73
sir_amirsyarif,Lincoln,5.0,17,131,5.0
sir_amirsyarif,Midnight Special,3.027778,17,132,3.03
sir_amirsyarif,Movie 43,2.78125,17,133,2.78
sir_amirsyarif,Nightcrawler,3.208333,17,136,3.21
sir_amirsyarif,Scott Pilgrim vs. the World,3.25,17,139,3.25
sir_amirsyarif,Shark Night,1.25,17,142,1.25
sir_amirsyarif,Legend of the Guardians: The Owls of Ga'Hoole,3.5,17,143,3.5
sir_amirsyarif,Searching for Sugar Man,3.75,17,147,3.75
sir_amirsyarif,The Doll 2,2.3125,17,158,2.31
sir_amirsyarif,Kuntilanak,2.625,17,172,2.62
sir_amirsyarif,Spider-Man: Into the Spider-Verse,5.0,17,270,5.0
sir_amirsyarif,Submission,3.75,17,273,3.75
sir_amirsyarif,Black Panther,5.0,17,306,5.0
sir_amirsyarif,Milea,2.6875,17,384,2.69
sir_amirsyarif,Lady Bird,5.0,17,389,5.0
sir_amirsyarif,Dilan 1990,3.9375,17,394,3.94
sir_amirsyarif,Dilan 1991,2.982955,17,395,2.98
sir_amirsyarif,The Killing of a Sacred Deer,3.375,17,406,3.38
sir_amirsyarif,Happy Old Year,4.5,17,408,4.5
sir_amirsyarif,Cahaya Dari Timur Beta Maluku,2.975,17,421,2.98
sir_amirsyarif,Munafik 2,1.604167,17,470,1.6
sir_amirsyarif,Joy,2.857143,17,498,2.86
sir_amirsyarif,Drive,3.15,17,521,3.15
sir_amirsyarif,My Stupid Boss,3.875,17,525,3.88
sir_amirsyarif,The Last Airbender,2.5,17,526,2.5
sir_amirsyarif,Sinister 2,0.75,17,532,0.75
sir_amirsyarif,Habibie & Ainun,3.666667,17,535,3.67
sir_amirsyarif,Rudy Habibie,1.736111,17,537,1.74
sir_amirsyarif,Cloud Atlas,1.3125,17,546,1.31
sir_amirsyarif,Surat Dari Praha,4.125,17,561,4.12
sir_amirsyarif,The Adventures of Tintin,4.25,17,563,4.25
sir_amirsyarif,The Iron Lady,4.0,17,575,4.0
sir_amirsyarif,Inception,3.375,17,583,3.38
sir_amirsyarif,Due Date,3.0,17,596,3.0
sir_amirsyarif,Triple 9,4.0,17,612,4.0
sir_amirsyarif,How to Train Your Dragon 2,3.916667,17,620,3.92
sir_amirsyarif,Puss in Boots,2.875,17,621,2.88
sir_amirsyarif,The Smurfs,3.035714,17,622,3.04
sir_amirsyarif,The Social Network,2.861111,17,635,2.86
sir_amirsyarif,Train to Busan,3.895833,17,638,3.9
sir_amirsyarif,Transcendence,2.590278,17,639,2.59
sir_amirsyarif,The Lovely Bones,4.5,17,676,4.5
sir_amirsyarif,The Last Exorcism,3.34375,17,678,3.34
sir_amirsyarif,Into the Wild,4.041667,17,709,4.04
sir_amirsyarif,Young Adult,3.916667,17,717,3.92
sir_amirsyarif,Captain Fantastic,2.75,17,718,2.75
sir_amirsyarif,Blue Valentine,3.416667,17,721,3.42
sir_amirsyarif,American Ultra,3.75,17,740,3.75
sir_amirsyarif,Bedtime Stories,4.25,17,742,4.25
sir_amirsyarif,Casino Royale,5.0,17,751,5.0
sir_amirsyarif,Sherlock Holmes,3.5,17,759,3.5
sir_amirsyarif,Superman Returns,3.25,17,762,3.25
sir_amirsyarif,Teenage Mutant Ninja Turtles,2.96875,17,764,2.97
