User,Film,Rating
RottenTomatoes Tomato meter,A Kind of Murder,1.65
RottenTomatoes Tomato meter,Life of Crime,3.4
RottenTomatoes Tomato meter,The Founder,4.0
RottenTomatoes Tomato meter,Young Adult,4.0
RottenTomatoes Tomato meter,Captain Fantastic,4.15
RottenTomatoes Tomato meter,Our Idiot Brother,3.5
RottenTomatoes Tomato meter,The Fundamentals of Caring,3.85
RottenTomatoes Tomato meter,Blue Valentine,4.3
RottenTomatoes Tomato meter,Barely Lethal,1.3
RottenTomatoes Tomato meter,Anesthesia,1.25
RottenTomatoes Tomato meter,Special Correspondents,0.8
RottenTomatoes Tomato meter,The Meddler,4.25
RottenTomatoes Tomato meter,Dead Man Down,2.05
RottenTomatoes Tomato meter,Gimme Shelter,1.4
RottenTomatoes Tomato meter,Underworld: Rise of the Lycans,1.45
RottenTomatoes Tomato meter,The Interpreter,4.3
RottenTomatoes Tomato meter,Fun with Dick & Jane,1.45
RottenTomatoes Tomato meter,Accepted,1.9
RottenTomatoes Tomato meter,Yes Man,2.3
RottenTomatoes Tomato meter,Tenacious D in The Pick of Destiny,2.6
RottenTomatoes Tomato meter,Middle Men,2.0
RottenTomatoes Tomato meter,Letters to Juliet,2.1
RottenTomatoes Tomato meter,The Edge of Seventeen,4.7
RottenTomatoes Tomato meter,American Ultra,2.2
RottenTomatoes Tomato meter,The Squid and the Whale,4.6
RottenTomatoes Tomato meter,Bedtime Stories,1.35
RottenTomatoes Tomato meter,Bolt,4.45
RottenTomatoes Tomato meter,The Brave One,2.2
RottenTomatoes Tomato meter,The Break-Up,1.7
RottenTomatoes Tomato meter,The Brothers Grimm,1.9
RottenTomatoes Tomato meter,Nights in Rodanthe,1.5
RottenTomatoes Tomato meter,Nowhere Boy,4.0
RottenTomatoes Tomato meter,Becoming Jane,2.9
RottenTomatoes Tomato meter,Casino Royale,4.7
RottenTomatoes Tomato meter,Charlie and the Chocolate Factory,4.15
RottenTomatoes Tomato meter,Chicken Little,1.8
RottenTomatoes Tomato meter,Click,1.7
RottenTomatoes Tomato meter,Cloverfield,3.9
RottenTomatoes Tomato meter,Evan Almighty,1.15
RottenTomatoes Tomato meter,Angels & Demons,1.85
RottenTomatoes Tomato meter,The Da Vinci Code,1.25
RottenTomatoes Tomato meter,Sherlock Holmes,3.45
RottenTomatoes Tomato meter,Spider-Man 3,3.15
RottenTomatoes Tomato meter,Superbad,4.35
RottenTomatoes Tomato meter,Superman Returns,3.7
RottenTomatoes Tomato meter,Tarzan 2,1.65
RottenTomatoes Tomato meter,Teenage Mutant Ninja Turtles,1.7
RottenTomatoes Tomato meter,The Adventures of Sharkboy and Lavagirl,1.0
RottenTomatoes Tomato meter,The Amityville Horror,1.15
RottenTomatoes Tomato meter,The Final Destination,1.4
RottenTomatoes Tomato meter,The Pink Panther,1.05
RottenTomatoes Tomato meter,The Princess and the Frog,4.25
RottenTomatoes Tomato meter,The Pursuit of Happyness,3.35
RottenTomatoes Tomato meter,The Time Traveler's Wife,1.9
RottenTomatoes Tomato meter,The Water Horse: Legend of the Deep,3.7
RottenTomatoes Tomato meter,V for Vendetta,3.65
RottenTomatoes Tomato meter,Zodiac,4.45
RottenTomatoes Tomato meter,Zombieland,4.45
RottenTomatoes Tomato meter,Hitch,3.45
RottenTomatoes Tomato meter,Indiana Jones and the Kingdom of the Crystal Skull,3.9
RottenTomatoes Tomato meter,Inkheart,1.95
RottenTomatoes Tomato meter,Invictus,3.8
RottenTomatoes Tomato meter,Junebug,4.3
RottenTomatoes Tomato meter,Ocean's Thirteen,3.5
RottenTomatoes Tomato meter,P.S. I Love You,1.25
RottenTomatoes Tomato meter,Paranormal Activity,4.15
RottenTomatoes Tomato meter,Race to Witch Mountain,2.1
RottenTomatoes Tomato meter,Rachel Getting Married,4.2
RottenTomatoes Tomato meter,Revolutionary Road,3.35
RottenTomatoes Tomato meter,Righteous Kill,0.9
RottenTomatoes Tomato meter,Get Smart,2.55
RottenTomatoes Tomato meter,Friday the 13th,1.3
RottenTomatoes Tomato meter,G-Force,1.1
RottenTomatoes Audience Score,Words Bubble Up Like Soda Pop,4.4
RottenTomatoes Audience Score,Gunpowder Milkshake,2.35
RottenTomatoes Audience Score,Wind River,4.5
RottenTomatoes Audience Score,Black Island,1.8
RottenTomatoes Audience Score,Beckett,1.6
RottenTomatoes Audience Score,The Kissing Booth 3,0.85
RottenTomatoes Audience Score,The Swarm,1.45
RottenTomatoes Audience Score,Five Feet Apart,3.95
RottenTomatoes Audience Score,Fantastic Fungi,4.7
RottenTomatoes Audience Score,Blood Red Sky,2.85
RottenTomatoes Audience Score,The Last Letter From Your Lover,3.35
RottenTomatoes Audience Score,The Book of Henry,3.15
RottenTomatoes Audience Score,A Classic Horror Story,1.75
RottenTomatoes Audience Score,Midnight Sun,2.75
RottenTomatoes Audience Score,Haseen Dillruba,3.7
RottenTomatoes Audience Score,The 8th Night,2.1
RottenTomatoes Audience Score,Good on Paper,1.85
RottenTomatoes Audience Score,Ali & Ratu Ratu Queens,3.35
RottenTomatoes Audience Score,To All the Boys: Always and Forever - The Afterparty,2.95
RottenTomatoes Audience Score,Wish Dragon,3.95
RottenTomatoes Audience Score,Then Came You,2.4
RottenTomatoes Audience Score,Ghost Lab,1.6
RottenTomatoes Audience Score,Army of the Dead,3.75
RottenTomatoes Audience Score,The Woman in the Window,1.65
RottenTomatoes Audience Score,Super Me,2.95
RottenTomatoes Audience Score,The Mitchells vs The Machines,4.45
RottenTomatoes Audience Score,Stowaway,2.3
RottenTomatoes Audience Score,Time Trap,3.2
RottenTomatoes Audience Score,Ride or Die,3.2
RottenTomatoes Audience Score,New Gods: Nezha Reborn,3.85
RottenTomatoes Audience Score,Night in Paradise,3.5
RottenTomatoes Audience Score,Starship Troopers: Traitor of Mars,1.6
RottenTomatoes Audience Score,Pagglait,3.65
RottenTomatoes Audience Score,Seaspiracy,4.35
RottenTomatoes Audience Score,The Yin Yang Master,3.7
RottenTomatoes Audience Score,Afterlife of the Party,3.6
RottenTomatoes Audience Score,The Last Mercenary,1.8
RottenTomatoes Audience Score,Mobile Suit Gundam Hathaway,3.7
RottenTomatoes Audience Score,Silver Skates,4.2
RottenTomatoes Audience Score,Into the Beat,1.9
RottenTomatoes Audience Score,Two Distant Strangers,3.2
RottenTomatoes Audience Score,Thunder Force,1.1
RottenTomatoes Audience Score,Coded Bias,2.7
RottenTomatoes Audience Score,Concrete Cowboy,3.45
RottenTomatoes Audience Score,Secret Magic Control Agency,2.75
RottenTomatoes Audience Score,Deadly Illusions,0.6
RottenTomatoes Audience Score,Operation Varsity Blues,3.7
RottenTomatoes Audience Score,Nightbooks,3.0
RottenTomatoes Audience Score,Paradise Hills,3.45
RottenTomatoes Audience Score,Afterlife of the Party.1,3.6
RottenTomatoes Audience Score,Gurgaon,3.75
RottenTomatoes Audience Score,The Vault,2.7
RottenTomatoes Audience Score,Death to 2020,3.0
RottenTomatoes Audience Score,I Care a Lot,1.7
RottenTomatoes Audience Score,If Anything Happens I Love You,4.65
RottenTomatoes Audience Score,June & Kopi,3.55
RottenTomatoes Audience Score,Ma Rainey's Black Bottom,3.6
RottenTomatoes Audience Score,Moxie,3.45
RottenTomatoes Audience Score,Outside the Wire,2.75
RottenTomatoes Audience Score,Pieces of a Woman,4.2
RottenTomatoes Audience Score,Sightless,1.9
RottenTomatoes Audience Score,Space Sweepers,3.9
RottenTomatoes Audience Score,Tarung Sarung,2.55
RottenTomatoes Audience Score,The Call,3.95
RottenTomatoes Audience Score,The White Tiger,4.0
RottenTomatoes Audience Score,We Can Be Heroes,2.05
RottenTomatoes Audience Score,Your Name Engraved Herein,4.55
RottenTomatoes Audience Score,The Life Ahead,3.8
RottenTomatoes Audience Score,Ludo,3.85
RottenTomatoes Audience Score,Mile 22,2.2
RottenTomatoes Audience Score,His House,3.7
RottenTomatoes Audience Score,Holidate,2.0
RottenTomatoes Audience Score,Nobody Sleeps in the Woods Tonight,1.55
RottenTomatoes Audience Score,Over the Moon,3.45
RottenTomatoes Audience Score,Rebecca,1.9
RottenTomatoes Audience Score,The Trial of the Chicago 7,4.5
RottenTomatoes Audience Score,Hubie Halloween,2.15
RottenTomatoes Audience Score,David Attenborough: A Life on Our Planet,4.85
RottenTomatoes Audience Score,The Outpost,4.1
RottenTomatoes Audience Score,American Murder: The Family Next Door,3.8
RottenTomatoes Audience Score,Enola Holmes,3.5
RottenTomatoes Audience Score,The Devil All The Time,3.95
RottenTomatoes Audience Score,The Paramedic,1.5
RottenTomatoes Audience Score,The Babysitter: Killer Queen,3.0
RottenTomatoes Audience Score,Cargo,3.55
RottenTomatoes Audience Score,The Social Dilemma,4.15
RottenTomatoes Audience Score,#Alive,3.1
RottenTomatoes Audience Score,My Octopus Teacher,4.55
RottenTomatoes Audience Score,I'm Thinking of Ending Things,2.45
RottenTomatoes Audience Score,Children of the Sea,3.05
RottenTomatoes Audience Score,Project Power,2.3
RottenTomatoes Audience Score,Last Knights,2.3
RottenTomatoes Audience Score,Last Night,2.3
RottenTomatoes Audience Score,Legion,1.55
RottenTomatoes Audience Score,Lincoln,4.05
RottenTomatoes Audience Score,Midnight Special,3.35
RottenTomatoes Audience Score,Movie 43,2.15
RottenTomatoes Audience Score,Muppets Most Wanted,2.9
RottenTomatoes Audience Score,Naruto Shippuden : Blood Prison,3.0
RottenTomatoes Audience Score,Nightcrawler,4.3
RottenTomatoes Audience Score,Resident Evil: Afterlife,2.4
RottenTomatoes Audience Score,Scary Movie 5,1.9
RottenTomatoes Audience Score,Scott Pilgrim vs. the World,4.2
RottenTomatoes Audience Score,Set Up,0.85
RottenTomatoes Audience Score,Sex and the City 2,2.15
RottenTomatoes Audience Score,Shark Night,1.1
RottenTomatoes Audience Score,Legend of the Guardians: The Owls of Ga'Hoole,3.15
RottenTomatoes Audience Score,"Love, Rosie",3.15
RottenTomatoes Audience Score,Room,4.65
RottenTomatoes Audience Score,Say When,2.5
RottenTomatoes Audience Score,Searching for Sugar Man,4.6
RottenTomatoes Audience Score,Season of the Witch,1.5
RottenTomatoes Audience Score,Senna,4.75
RottenTomatoes Audience Score,paddleton,4.4
RottenTomatoes Audience Score,Behind the Curve,3.3
RottenTomatoes Audience Score,High Flying Bird,2.5
RottenTomatoes Audience Score,Velvet Buzzsaw,1.8
RottenTomatoes Audience Score,The Black Prince,4.5
RottenTomatoes Audience Score,Studio 54,3.8
RottenTomatoes Audience Score,Surga Yang Tak Dirindukan 2,3.7
RottenTomatoes Audience Score,Abducted in Plain Sight,3.3
RottenTomatoes Audience Score,Polar,3.5
RottenTomatoes Audience Score,GODZILLA The Planet Eater,1.5
RottenTomatoes Audience Score,Bird Box,2.9
RottenTomatoes Audience Score,Crossroads: One Two Jaga,3.9
RottenTomatoes Audience Score,The Christmas Chronicles,3.8
RottenTomatoes Audience Score,Sabrina,2.1
RottenTomatoes Audience Score,Target,0.6
RottenTomatoes Audience Score,The Princess Switch,2.5
RottenTomatoes Audience Score,May the Devil Take You,2.8
RottenTomatoes Audience Score,Outlaw King,3.4
RottenTomatoes Audience Score,Shirkers,4.0
RottenTomatoes Audience Score,The Night Comes for Us,4.1
RottenTomatoes Audience Score,Apostle,2.7
RottenTomatoes Audience Score,The Kindergarten Teacher,3.4
RottenTomatoes Audience Score,Scorpion King 5: Book of Souls,3.8
RottenTomatoes Audience Score,Hold the Dark,1.6
RottenTomatoes Audience Score,Sierra Burgess Is A Loser,1.5
RottenTomatoes Audience Score,The After Party,4.3
RottenTomatoes Audience Score,Extinction,2.4
RottenTomatoes Audience Score,Father of the Year,2.5
RottenTomatoes Audience Score,Us and Them,4.5
RottenTomatoes Audience Score,Alex Strangelove,3.5
RottenTomatoes Audience Score,Outside In,3.8
RottenTomatoes Audience Score,The Kissing Booth,2.8
RottenTomatoes Audience Score,Beyond Skyline,1.9
RottenTomatoes Audience Score,6 Balloons,2.8
RottenTomatoes Audience Score,Sun Dogs,3.5
RottenTomatoes Audience Score,The Outsider,3.4
RottenTomatoes Audience Score,Bullet Head,1.5
RottenTomatoes Audience Score,Judwaa 2,1.7
RottenTomatoes Audience Score,FullMetal Alchemist,3.7
RottenTomatoes Audience Score,Irreplaceable You,3.0
RottenTomatoes Audience Score,Love Per Square Foot,3.3
RottenTomatoes Audience Score,Evening Shadows,3.2
RottenTomatoes Audience Score,The Drug King,3.2
RottenTomatoes Audience Score,Pokémon the Movie: I Choose You!,3.1
RottenTomatoes Audience Score,The Ballad of Buster Scruggs,3.9
RottenTomatoes Audience Score,The Other Side of the Wind,2.9
RottenTomatoes Audience Score,Private Life,3.9
RottenTomatoes Audience Score,The 3rd Eye,1.9
RottenTomatoes Audience Score,The Package,2.5
RottenTomatoes Audience Score,Duck Duck Goose,2.0
RottenTomatoes Audience Score,Set It Up,3.4
RottenTomatoes Audience Score,Bad Genius,4.7
RottenTomatoes Audience Score,Candy Jar,3.3
RottenTomatoes Audience Score,Psychokinesis,3.0
RottenTomatoes Audience Score,Kodachrome,3.6
RottenTomatoes Audience Score,Benji,3.5
RottenTomatoes Audience Score,Steel Rain,3.9
RottenTomatoes Audience Score,Forgotten,4.2
RottenTomatoes Audience Score,The Ritual,3.0
RottenTomatoes Audience Score,Mercury 13,3.8
RottenTomatoes Audience Score,The Clapper,1.6
RottenTomatoes Audience Score,Family Blood,0.5
RottenTomatoes Audience Score,Duck Butter,2.0
RottenTomatoes Audience Score,How It Ends,0.9
RottenTomatoes Audience Score,Like Father,2.4
RottenTomatoes Audience Score,The Debt Collector,2.5
RottenTomatoes Audience Score,City of Joy,3.2
RottenTomatoes Audience Score,Seven in Heaven,1.1
RottenTomatoes Audience Score,Tales From the Hood 2,1.3
RottenTomatoes Audience Score,Gnome Alone,2.3
RottenTomatoes Audience Score,GODZILLA City on the Edge of Battle,2.0
RottenTomatoes Audience Score,Head Count,2.15
RottenTomatoes Audience Score,First Kill,1.25
RottenTomatoes Audience Score,Freak Show,3.4
RottenTomatoes Audience Score,Freshman Year,3.65
RottenTomatoes Audience Score,How to Be a Latin Lover,3.05
RottenTomatoes Audience Score,Ghost House,1.15
RottenTomatoes Audience Score,Love Shot,3.4
RottenTomatoes Audience Score,Goosebumps 2: Haunted Halloween,1.8
RottenTomatoes Audience Score,Happy Hunting,2.3
RottenTomatoes Audience Score,Haunters: The Art of the Scare,4.05
RottenTomatoes Audience Score,Haunting on Fraternity Row,1.4
RottenTomatoes Audience Score,Hotel Transylvania 3: Summer Vacation,2.4
RottenTomatoes Audience Score,Patient Seventeen,3.45
RottenTomatoes Audience Score,Kickboxer: Retaliation,4.2
RottenTomatoes Audience Score,Krystal,2.2
RottenTomatoes Audience Score,Kung Fu Yoga,1.85
RottenTomatoes Audience Score,Lez Bomb,3.3
RottenTomatoes Audience Score,Life in the Doghouse,4.95
RottenTomatoes Audience Score,Losing Sight of Shore,3.75
RottenTomatoes Audience Score,Love Dot Com: The Social Experiment,0.7
RottenTomatoes Audience Score,Mary Poppins Returns,3.25
RottenTomatoes Audience Score,Miss Me This Christmas,0.55
RottenTomatoes Audience Score,Molly's Game,4.2
RottenTomatoes Audience Score,Never Heard,4.15
RottenTomatoes Audience Score,November Criminals,1.2
RottenTomatoes Audience Score,The Accountant of Auschwitz,3.95
RottenTomatoes Audience Score,Peter Rabbit,2.8
RottenTomatoes Audience Score,Postcards from London,1.5
RottenTomatoes Audience Score,Ralph Breaks the Internet: Wreck-It Ralph 2,3.25
RottenTomatoes Audience Score,Rememory,2.15
RottenTomatoes Audience Score,Residente,4.65
RottenTomatoes Audience Score,Super Dark Times,3.6
RottenTomatoes Audience Score,Running for Grace,3.5
RottenTomatoes Audience Score,Running Out Of Time,1.25
RottenTomatoes Audience Score,Satan & Adam,4.4
RottenTomatoes Audience Score,Saturday Church,3.65
RottenTomatoes Audience Score,Silencer,1.3
RottenTomatoes Audience Score,Solo: A Star Wars Story,3.2
RottenTomatoes Audience Score,Spider-Man: Into the Spider-Verse,4.65
RottenTomatoes Audience Score,Star Wars: Episode VIII: The Last Jedi,2.1
RottenTomatoes Audience Score,Straight Up,3.45
RottenTomatoes Audience Score,Submission,2.45
RottenTomatoes Audience Score,Sweet Virginia,2.95
RottenTomatoes Audience Score,The Angry Birds Movie 2,4.2
RottenTomatoes Audience Score,The Pursuit,3.05
RottenTomatoes Audience Score,The Basement,0.8
RottenTomatoes Audience Score,The Brawler,3.05
RottenTomatoes Audience Score,The Breadwinner,4.4
RottenTomatoes Audience Score,The Bye Bye Man,1.1
RottenTomatoes Audience Score,The Bygone,2.5
RottenTomatoes Audience Score,The Carter Effect,2.4
RottenTomatoes Audience Score,The Case for Christ,4.0
RottenTomatoes Audience Score,Tokyo Idols,3.8
RottenTomatoes Audience Score,The Endless,3.35
RottenTomatoes Audience Score,Thor: Ragnarok,4.35
RottenTomatoes Audience Score,The Force,3.25
RottenTomatoes Audience Score,The Foreigner,3.6
RottenTomatoes Audience Score,The Ghost Who Walks,3.25
RottenTomatoes Audience Score,The Good Catholic,4.0
RottenTomatoes Audience Score,The Hurricane Heist,1.15
RottenTomatoes Audience Score,The Incredibles 2,4.2
RottenTomatoes Audience Score,The Keeping Hours,3.7
RottenTomatoes Audience Score,Under an Arctic Sky,3.5
RottenTomatoes Audience Score,The Secret Life of Pets 2,4.5
RottenTomatoes Audience Score,The Nutcracker and the Four Realms,1.7
RottenTomatoes Audience Score,The Little Mermaid,1.2
RottenTomatoes Audience Score,Bright,4.15
RottenTomatoes Audience Score,Death Note,1.15
RottenTomatoes Audience Score,Okja,4.05
RottenTomatoes Audience Score,Ant-Man and the Wasp,4.05
RottenTomatoes Audience Score,Avengers: Infinity War,4.55
RottenTomatoes Audience Score,Black Panther,3.95
RottenTomatoes Audience Score,Buffalo Boys,1.95
RottenTomatoes Audience Score,Burning,4.0
RottenTomatoes Audience Score,Christopher Robin,4.15
RottenTomatoes Audience Score,Berlin Syndrome,2.65
RottenTomatoes Audience Score,Naked,1.55
RottenTomatoes Audience Score,The Saint,1.9
RottenTomatoes Audience Score,Icarus,4.65
RottenTomatoes Audience Score,Amar,1.95
RottenTomatoes Audience Score,To the Bone,3.2
RottenTomatoes Audience Score,When We First Met,2.85
RottenTomatoes Audience Score,What the Health,3.15
RottenTomatoes Audience Score,Lucid Dream,1.9
RottenTomatoes Audience Score,War Machine,1.7
RottenTomatoes Audience Score,Slam,3.75
RottenTomatoes Audience Score,IBOY,1.95
RottenTomatoes Audience Score,89,4.55
RottenTomatoes Audience Score,1BR,2.65
RottenTomatoes Audience Score,Temple,0.45
RottenTomatoes Audience Score,A Bad Moms Christmas,2.2
RottenTomatoes Audience Score,A Wrinkle in Time,1.3
RottenTomatoes Audience Score,American Assassin,3.0
RottenTomatoes Audience Score,American Hangman,2.8
RottenTomatoes Audience Score,Mudbound,4.2
RottenTomatoes Audience Score,1922,2.85
RottenTomatoes Audience Score,Bitch,1.55
RottenTomatoes Audience Score,The Babysitter,3.1
RottenTomatoes Audience Score,Breath,3.65
RottenTomatoes Audience Score,Long Shot,4.2
RottenTomatoes Audience Score,Newness,3.0
RottenTomatoes Audience Score,Cake,4.4
RottenTomatoes Audience Score,Chasing the Dragon,3.6
RottenTomatoes Audience Score,What Happened to Monday,3.35
RottenTomatoes Audience Score,Domino,0.9
RottenTomatoes Audience Score,The Cloverfield Paradox,2.1
RottenTomatoes Audience Score,A Futile and Stupid Gesture,3.55
RottenTomatoes Audience Score,Expedition Happiness,2.4
RottenTomatoes Audience Score,The Climb,3.65
RottenTomatoes Audience Score,Pottersville,3.3
RottenTomatoes Audience Score,Judd Apatow: The Return,2.7
RottenTomatoes Audience Score,Voyeur,3.05
RottenTomatoes Audience Score,Saving Capitalism,3.3
RottenTomatoes Audience Score,A Christmas Prince,2.35
RottenTomatoes Audience Score,SPF-18,0.4
RottenTomatoes Audience Score,Our Souls at Night,3.8
RottenTomatoes Audience Score,Gaga: Five Foot Two,4.0
RottenTomatoes Audience Score,Barbie Dolphin Magic,1.25
RottenTomatoes Audience Score,Cult of Chucky,2.45
RottenTomatoes Audience Score,Message from the King,2.45
RottenTomatoes Audience Score,Chasing Coral,4.45
RottenTomatoes Audience Score,Take Me,2.45
RottenTomatoes Audience Score,"Oh, Hello On Broadway",4.1
RottenTomatoes Audience Score,Joshua: Teenager vs. Superpower,4.25
RottenTomatoes Audience Score,Get Me Roger Stone,4.1
RottenTomatoes Audience Score,The Mars Generation,3.4
RottenTomatoes Audience Score,Kiss & Cry,3.15
RottenTomatoes Audience Score,Small Crimes,1.55
RottenTomatoes Audience Score,Sand Castle,2.25
RottenTomatoes Audience Score,Tramps,3.4
RottenTomatoes Audience Score,Sandy Wexler,1.95
RottenTomatoes Audience Score,Skins,2.5
RottenTomatoes Audience Score,Burning Sands,2.95
RottenTomatoes Audience Score,Clinical,1.1
RottenTomatoes Audience Score,Coin Heist,2.0
RottenTomatoes Audience Score,14 Cameras,1.1
RottenTomatoes Audience Score,1st Summoning,0.85
RottenTomatoes Audience Score,2036 Origin Unknown,1.75
RottenTomatoes Audience Score,6 Days,2.3
RottenTomatoes Audience Score,Dismissed,2.4
RottenTomatoes Audience Score,Almost Love,3.7
RottenTomatoes Audience Score,Raat Akeli Hai,3.45
RottenTomatoes Audience Score,The Kissing Booth 2,1.95
RottenTomatoes Audience Score,Ip Man 4: The Finale,4.75
RottenTomatoes Audience Score,The Old Guard,3.5
RottenTomatoes Audience Score,A Whisker Away,3.75
RottenTomatoes Audience Score,Da 5 Bloods,2.65
RottenTomatoes Audience Score,The Witch: Part 1 - The Subversion,4.45
RottenTomatoes Audience Score,Before I Fall,2.85
RottenTomatoes Audience Score,The Night Clerk,1.6
RottenTomatoes Audience Score,Lady Bird,3.95
RottenTomatoes Audience Score,The Disaster Artist,4.25
RottenTomatoes Audience Score,Ne Zha,4.9
RottenTomatoes Audience Score,Uncut Gems,2.6
RottenTomatoes Audience Score,Dilan 1990,2.95
RottenTomatoes Audience Score,The Half Of It,4.05
RottenTomatoes Audience Score,Dangerous Lies,1.15
RottenTomatoes Audience Score,This Earth of Mankind,5.0
RottenTomatoes Audience Score,Time to Hunt,2.9
RottenTomatoes Audience Score,The Willoughbys,3.25
RottenTomatoes Audience Score,Love Wedding Repeat,1.75
RottenTomatoes Audience Score,Tigertail,3.25
RottenTomatoes Audience Score,The Florida Project,4.0
RottenTomatoes Audience Score,The Killing of a Sacred Deer,3.15
RottenTomatoes Audience Score,Angel Has Fallen,4.65
RottenTomatoes Audience Score,The Occupant,2.45
RottenTomatoes Audience Score,Lost Girls,2.5
RottenTomatoes Audience Score,Spenser Confidential,2.55
RottenTomatoes Audience Score,All The Bright Places,3.1
RottenTomatoes Audience Score,To All the Boys: P.S. I Still Love You,2.0
RottenTomatoes Audience Score,Horse Girl,2.35
RottenTomatoes Audience Score,NiNoKuni,2.35
RottenTomatoes Audience Score,A Ghost Story,3.3
RottenTomatoes Audience Score,The Two Popes,4.4
RottenTomatoes Audience Score,The Magic School Bus Rides Again Kids In Space,3.7
RottenTomatoes Audience Score,Malibu Rescue: The Next Wave,2.65
RottenTomatoes Audience Score,Killing Hasselhoff,0.85
RottenTomatoes Audience Score,Rogue Warfare: The Hunt,0.6
RottenTomatoes Audience Score,The Speed Cubers,4.5
RottenTomatoes Audience Score,Mucho Mucho Amor: The Legend of Walter Mercado,4.6
RottenTomatoes Audience Score,The Long Dumb Road,2.55
RottenTomatoes Audience Score,George Lopez: We'll Do It For Half,1.8
RottenTomatoes Audience Score,Eurovision Song Contest: The Story of Fire Saga,3.85
RottenTomatoes Audience Score,Athlete A,4.65
RottenTomatoes Audience Score,Jo Koy: In His Elements,1.65
RottenTomatoes Audience Score,The Last Days of American Crime,1.1
RottenTomatoes Audience Score,Spelling the Dream,4.6
RottenTomatoes Audience Score,The Wrong Missy,2.5
RottenTomatoes Audience Score,John Henry,1.1
RottenTomatoes Audience Score,Bennett's War,4.15
RottenTomatoes Audience Score,All Day and a Night,2.95
RottenTomatoes Audience Score,6 Underground,3.0
RottenTomatoes Audience Score,Marriage Story,4.25
RottenTomatoes Audience Score,No Game No Life: Zero,3.85
RottenTomatoes Audience Score,The Island,4.0
RottenTomatoes Audience Score,Master Z: The Ip Man Legacy,2.4
RottenTomatoes Audience Score,After,3.35
RottenTomatoes Audience Score,In the Tall Grass,1.65
RottenTomatoes Audience Score,Under the Eiffel Tower,2.1
RottenTomatoes Audience Score,Tall Girl,0.95
RottenTomatoes Audience Score,Evelyn,4.15
RottenTomatoes Audience Score,Article 15,4.75
RottenTomatoes Audience Score,Inhuman Kiss,4.4
RottenTomatoes Audience Score,The 3rd Eye 2,1.9
RottenTomatoes Audience Score,PATRICK (2019),3.0
RottenTomatoes Audience Score,Wine Country,1.5
RottenTomatoes Audience Score,The Last Summer,1.5
RottenTomatoes Audience Score,Munafik 2,2.75
RottenTomatoes Audience Score,Someone Great,3.25
RottenTomatoes Audience Score,The Ruthless,2.25
RottenTomatoes Audience Score,The Perfect Date,1.85
RottenTomatoes Audience Score,Mercy Black,1.2
RottenTomatoes Audience Score,Triple Frontier,2.75
RottenTomatoes Audience Score,The Dirt,4.7
RottenTomatoes Audience Score,The Sky Is Pink,4.55
RottenTomatoes Audience Score,It Comes at Night,2.2
RottenTomatoes Audience Score,Dead Kids,3.85
RottenTomatoes Audience Score,Atlantics,3.25
RottenTomatoes Audience Score,Holiday Rush,2.35
RottenTomatoes Audience Score,The Irishman,4.3
RottenTomatoes Audience Score,Budapest,1.75
RottenTomatoes Audience Score,The Hard Way,1.0
RottenTomatoes Audience Score,Lady J,3.4
RottenTomatoes Audience Score,Nappily Ever After,3.55
RottenTomatoes Audience Score,The Highwaymen,3.65
RottenTomatoes Audience Score,Bayonet,2.9
RottenTomatoes Audience Score,Alien Warfare,0.25
RottenTomatoes Audience Score,The Silence,1.25
RottenTomatoes Audience Score,Rim of the World,2.35
RottenTomatoes Audience Score,The Perfection,2.85
RottenTomatoes Audience Score,Sextuplets,1.85
RottenTomatoes Audience Score,Girls With Balls,1.25
RottenTomatoes Audience Score,Point Blank,1.45
RottenTomatoes Audience Score,Pegasus,3.75
RottenTomatoes Audience Score,The Man Who Feels No Pain,3.95
RottenTomatoes Audience Score,Thriller,0.6
RottenTomatoes Audience Score,Unicorn Store,2.1
RottenTomatoes Audience Score,Girl,3.6
RottenTomatoes Audience Score,The Body Remembers When the World Broke Open,2.85
RottenTomatoes Audience Score,Shot Caller,4.0
RottenTomatoes Audience Score,Brother,2.15
RottenTomatoes Audience Score,Iron Sky: The Coming Race,1.5
RottenTomatoes Audience Score,Earthquake Bird,2.7
RottenTomatoes Audience Score,Burning Cane,1.85
RottenTomatoes Audience Score,Paradise Beach,0.55
RottenTomatoes Audience Score,Shadow,4.0
RottenTomatoes Audience Score,Drive,0.9
RottenTomatoes Audience Score,El Camino: A Breaking Bad Movie,4.05
RottenTomatoes Audience Score,The Last Airbender,1.5
RottenTomatoes Audience Score,The Runaways,2.75
RottenTomatoes Audience Score,Hugo,3.9
RottenTomatoes Audience Score,Ordinary World,2.3
RottenTomatoes Audience Score,The Bling Ring,1.65
RottenTomatoes Audience Score,The Danish Girl,3.6
RottenTomatoes Audience Score,Sinister 2,1.55
RottenTomatoes Audience Score,Olympus Has Fallen,3.3
RottenTomatoes Audience Score,Selfless,2.3
RottenTomatoes Audience Score,Habibie & Ainun,5.0
RottenTomatoes Audience Score,Black Sea,2.95
RottenTomatoes Audience Score,Rudy Habibie,4.45
RottenTomatoes Audience Score,Surga Yang Tak Dirindukan,3.7
RottenTomatoes Audience Score,The Doll,2.25
RottenTomatoes Audience Score,The Theory of Everything,4.2
RottenTomatoes Audience Score,Kill the Messenger,3.45
RottenTomatoes Audience Score,Camp X-Ray,3.15
