Username,Title,Rating Final
danieldokter,Point Blank,2.9375
,,2.5
AnakNonton,The Conjuring 2,2.5
AnakNonton,War Dogs,2.5
AnakNonton,Triple 9,2.5
AnakNonton,3 Days to Kill,2.840909
AnakNonton,Cloudy with a Chance of Meatballs 2,2.840909
AnakNonton,The Smurfs 2,2.655303
AnakNonton,The Smurfs,3.295455
AnakNonton,Seventh Son,2.840909
AnakNonton,Jupiter Ascending,2.840909
AnakNonton,The Space Between Us,2.625
AnakNonton,Transcendence,2.840909
AnakNonton,Turbo,4
AnakNonton,Ip Man,2.670455
AnakNonton,Final Destination 3,2.5
AnakNonton,The Twilight Saga: New Moon,4.5
AnakNonton,Star Trek,4
AnakNonton,The Last Exorcism,2.840909
AnakNonton,The Founder,2.5
AnakNonton,Young Adult,2.5
AnakNonton,The Edge of Seventeen,3.125
AnakNonton,Sherlock Holmes,1.5
AnakNonton,Spider-Man 3,3.420455
AnakNonton,Teenage Mutant Ninja Turtles,3.375
MovieManID,Tanda Tanya,2.5
MovieManID,Blue Valentine,3.214286
MovieManID,Spider-Man 3,2.5
CenayangFilm,Dallas Buyers Club,2.5
CenayangFilm,The Croods,2.795455
CenayangFilm,The Interview,3.75
CenayangFilm,Kung Fu Panda 2,3.133333
CenayangFilm,Tanda Tanya,2.3875
CenayangFilm,Snowden,2.5
CenayangFilm,Puss in Boots,2.5
CenayangFilm,Ip Man 3,2.5
CenayangFilm,Pineapple Express,2.5
CenayangFilm,The Da Vinci Code,2.5
CenayangFilm,The Pursuit of Happyness,2.5
danieldokter,The Autopsy of Jane Doe,3.166667
danieldokter,The Twilight Saga: Eclipse,2.816406
djaycoholyc,Cats & Dogs: The Revenge of Kitty Galore,3.40625
djaycoholyc,Clash of the Titans,3.278571
djaycoholyc,The Book of Eli,2.666667
djaycoholyc,The Bounty Hunter,3.3125
djaycoholyc,The Croods,3.75
djaycoholyc,Kung Fu Panda 2,3.316964
djaycoholyc,Spy Kids: All the Time in the World,1.5
djaycoholyc,Due Date,3.217857
djaycoholyc,The Next Three Days,2.510417
djaycoholyc,Cloudy with a Chance of Meatballs 2,3.444444
djaycoholyc,Puss in Boots,3.375
djaycoholyc,The Smurfs,2.541667
djaycoholyc,Hitch,2.5
Elbert_Reyner,The November Man,3.75
Elbert_Reyner,3 Days to Kill,2.5
Elbert_Reyner,The Roommate,2.5
HabisNontonFilm,The Last Airbender,2.795455
rayculz,The Interview,2.5
rayculz,Poseidon,2.5
rayculz,Friday the 13th,2.916667
Elbert_Reyner,Kingdom: Ashin of the North,2.5
Elbert_Reyner,A Classic Horror Story,2.5
Elbert_Reyner,Super Me,2.5
Elbert_Reyner,The Mitchells vs The Machines,2.5
Elbert_Reyner,I Care a Lot,3.5
Elbert_Reyner,Outside the Wire,3.125
Elbert_Reyner,Pieces of a Woman,3.5
Elbert_Reyner,The Doll 2,3.125
Elbert_Reyner,Sabrina,2.5
Elbert_Reyner,Christopher Robin,3.125
Elbert_Reyner,Mudbound,2.5
danieldokter,The Woman in the Window,3.209416
danieldokter,Nightcrawler,0.714286
danieldokter,Shark Night,2.5
danieldokter,Legend of the Guardians: The Owls of Ga'Hoole,2.428977
danieldokter,Forgotten,4.25
danieldokter,It Comes at Night,2.5
danieldokter,Shadow,2.989583
danieldokter,Drive,4.375
arulfittron,Gunpowder Milkshake,3
arulfittron,Wind River,3.3125
arulfittron,Five Feet Apart,2
arulfittron,The Last Letter From Your Lover,3
arulfittron,The Book of Henry,2.833333
arulfittron,Si Doel the Movie 2,4
arulfittron,Ali & Ratu Ratu Queens,3
arulfittron,Wish Dragon,3.5
arulfittron,The Woman in the Window,1.5
arulfittron,The Mitchells vs The Machines,4.5
arulfittron,Tersanjung the Movie,3.5
arulfittron,Geez & Ann,3.5
arulfittron,Generasi 90an: Melankolia,2.5
arulfittron,I Care a Lot,3
arulfittron,June & Kopi,3
arulfittron,Ma Rainey's Black Bottom,3.5
arulfittron,Mariposa,3.5
arulfittron,Moxie,3.5
arulfittron,Space Sweepers,2.5
arulfittron,The Call,3.75
arulfittron,The White Tiger,3.5
arulfittron,Mile 22,2.78312
arulfittron,His House,3.5
arulfittron,Holidate,2.5
arulfittron,Over the Moon,3.5
arulfittron,The Trial of the Chicago 7,4
arulfittron,The Devil All The Time,3.5
arulfittron,I'm Thinking of Ending Things,4
arulfittron,Ave Maryam,3
arulfittron,Lincoln,2.3125
arulfittron,Midnight Special,4.25
arulfittron,Midnight Special,4
arulfittron,Muppets Most Wanted,3.5
arulfittron,Nightcrawler,5
arulfittron,Scary Movie 5,4
arulfittron,Scott Pilgrim vs. the World,3.1875
arulfittron,Room,3.208333
arulfittron,Surga Yang Tak Dirindukan 2,2.03125
arulfittron,The Doll 2,1.941667
arulfittron,Sabrina ,2.529018
arulfittron,Target ,2.6875
arulfittron,Kuntilanak ,2.13244
arulfittron,The Kissing Booth,1.5
arulfittron,The Package,2.5
arulfittron,Bad Genius,4.25
arulfittron,Galih dan Ratna,3.34375
arulfittron,Mary Poppins Returns,3
arulfittron,The Incredibles 2,3.4375
arulfittron,Peter Rabbit,0.5
arulfittron,Solo: A Star Wars Story,2
arulfittron,The Angry Birds Movie 2,3.5
arulfittron,Thor: Ragnarok,2.753125
arulfittron,The Incredibles 2,3.4375
arulfittron,The Secret Life of Pets 2,3.5
arulfittron,The Nutcracker and the Four Realms,2.53125
arulfittron,The Little Mermaid,3.125
arulfittron,Okja,2.25
arulfittron,Ant-Man and the Wasp,2.705357
arulfittron,Avengers: Infinity War,2.916667
arulfittron,Black Panther,3.583333
arulfittron,Black Panther,3
arulfittron,Buffalo Boys,2.5
arulfittron,Burning,4.5
arulfittron,Christopher Robin,4.5
arulfittron,Berlin Syndrome,1.25
arulfittron,A Wrinkle in Time,2.833333
arulfittron,Long Shot,4.5
arulfittron,Sin City,3.5
arulfittron,The Kissing Booth 2,2.5
arulfittron,Ip Man 4: The Finale,3
arulfittron,Milea,2
arulfittron,Lady Bird,2.607143
arulfittron,Uncut Gems,4
arulfittron,Dilan 1991,2.5
arulfittron,Si Doel the Movie,3
arulfittron,The Half Of It,3
arulfittron,My Stupid Boss 2,3.5
arulfittron,The Willoughbys,3
arulfittron,The Florida Project,2.5
arulfittron,Happy Old Year,2.5
arulfittron,Tootsies & The Fake,2.5
arulfittron,All The Bright Places,3
arulfittron,To All the Boys: P.S. I Still Love You,3
arulfittron,Love for Sale 2,4
arulfittron,A Ghost Story,1.75
arulfittron,Posesif,4
arulfittron,Cahaya Dari Timur Beta Maluku,4.5
arulfittron,Eurovision Song Contest: The Story of Fire Saga,3.5
arulfittron,6 Underground,2.5
arulfittron,Marriage Story,5
arulfittron,After,1.5
arulfittron,Love for Sale,3.041667
arulfittron,The Perfect Date,2.5
arulfittron,The Sky Is Pink,3.5
arulfittron,It Comes at Night,2.260417
arulfittron,Atlantics,3
arulfittron,The Irishman,3.5
arulfittron,Point Blank,2.5
arulfittron,Unicorn Store,2
Rivki_Mogi,Wind River,2.5
Rivki_Mogi,Man in Love,3.75
Rivki_Mogi,Midnight Sun,2.875
Rivki_Mogi,Si Doel the Movie 2,2.333333
Rivki_Mogi,Space Sweepers,2.625
Rivki_Mogi,Whipped,2.5
Rivki_Mogi,#Alive,2.328125
Rivki_Mogi,Resident Evil: Afterlife,3.75
Rivki_Mogi,Shark Night,2.5
Rivki_Mogi,Sabrina ,2.75
Rivki_Mogi,Kuntilanak ,3.392857
Rivki_Mogi,Bad Genius,4.375
Rivki_Mogi,Psychokinesis ,3.3125
Rivki_Mogi,Steel Rain ,3.125
Rivki_Mogi,Forgotten ,3.5
Rivki_Mogi,Kung Fu Yoga,2.8125
Rivki_Mogi,Thor: Ragnarok,2
Rivki_Mogi,Black Panther,3.427083
Rivki_Mogi,Burning,3.53125
Rivki_Mogi,Berlin Syndrome,3.791667
Rivki_Mogi,Message from the King,2.083333
Rivki_Mogi,Dilan 1990,2.5
Rivki_Mogi,Si Doel the Movie,2.333333
Rivki_Mogi,Time to Hunt,5
Rivki_Mogi,Happy Old Year,1.875
Rivki_Mogi,6 Underground,3.5
Rivki_Mogi,After,3.5625
Rivki_Mogi,Drive,2.5
moviegoersID,Words Bubble Up Like Soda Pop,3.6875
moviegoersID,Blood Red Sky,2.5
moviegoersID,A Perfect Fit,2.474747
moviegoersID,Haseen Dillruba,2.863636
moviegoersID,The 8th Night,2.863636
moviegoersID,Ali & Ratu Ratu Queens,2.9
moviegoersID,Wish Dragon,3.75
moviegoersID,Army of the Dead,2.75
moviegoersID,Super Me,3.008333
moviegoersID,Nightbooks,3.25
moviegoersID,Paradise Hills,2.625
moviegoersID,Geez & Ann,3.270833
moviegoersID,Generasi 90an: Melankolia,2.1875
moviegoersID,June & Kopi,3.25
moviegoersID,Layla Majnun,2.75
moviegoersID,Tarung Sarung,3
moviegoersID,The Call,2.25
moviegoersID,The Outpost,2.166667
moviegoersID,Ave Maryam,2.670455
moviegoersID,Lincoln,5
moviegoersID,Nightcrawler,1
moviegoersID,Scary Movie 5,2.083333
moviegoersID,Room,3.375
moviegoersID,The Night Comes for Us,3.34375
moviegoersID,Beyond Skyline,2.5
moviegoersID,Bad Genius,3.125
moviegoersID,Mary Poppins Returns,2.5
moviegoersID,The Bye Bye Man,2.625
moviegoersID,Thor: Ragnarok,3.75
moviegoersID,Avengers: Infinity War,2.75
moviegoersID,Christopher Robin,2.778571
moviegoersID,Long Shot,3.75
moviegoersID,Milea,2.5
moviegoersID,The Witch: Part 1 - The Subversion,2.694444
moviegoersID,Ne Zha,3.416667
moviegoersID,Dilan 1990,3.125
moviegoersID,Dilan 1991,2.666667
moviegoersID,My Stupid Boss 2,5
moviegoersID,Angel Has Fallen,3.75
moviegoersID,Happy Old Year,2.75
moviegoersID,Posesif,2.5
moviegoersID,Cahaya Dari Timur Beta Maluku,3
moviegoersID,After,2.333333
moviegoersID,Drive,2.520833
winseulbear,Five Feet Apart,3.4375
winseulbear,Blood Red Sky,2.109375
winseulbear,Midnight Sun,2.1875
winseulbear,The Woman in the Window,1.5
winseulbear,I Care a Lot,2.25
winseulbear,Pieces of a Woman,3.214286
winseulbear,The Call,2.5
winseulbear,Enola Holmes,2.5
winseulbear,The Social Dilemma,3.375
winseulbear,I'm Thinking of Ending Things,3.166667
winseulbear,Nightcrawler,2.666667
winseulbear,"Love, Rosie",3.125
winseulbear,Room,2.375
winseulbear,Bird Box,3.070313
winseulbear,The Ballad of Buster Scruggs,3.295455
winseulbear,Bad Genius,2.03125
winseulbear,Forgotten ,2.916667
winseulbear,Mary Poppins Returns,2.5
winseulbear,Molly's Game,3.375
winseulbear,Burning,2.90625
winseulbear,Lady Bird,2.03125
winseulbear,The Florida Project,5
winseulbear,The Killing of a Sacred Deer,2.5
winseulbear,A Ghost Story,1.3125
winseulbear,Marriage Story,2.75
winseulbear,The Island,2.5
winseulbear,The Irishman,3
winseulbear,Midnight Sun,2.1875
winseulbear,The Woman in the Window,1.5
winseulbear,I Care a Lot,2.25
winseulbear,Pieces of a Woman,3.214286
winseulbear,The Call,2.5
winseulbear,Enola Holmes,2.5
winseulbear,The Social Dilemma,3.375
winseulbear,I'm Thinking of Ending Things,3.166667
winseulbear,Nightcrawler,2.666667
winseulbear,"Love, Rosie",3.125
winseulbear,Room,2.375
winseulbear,Bird Box,3.070313
winseulbear,The Ballad of Buster Scruggs,3.295455
winseulbear,Bad Genius,2.03125
winseulbear,Forgotten ,2.916667
winseulbear,Mary Poppins Returns,2.5
winseulbear,Molly's Game,3.375
winseulbear,Burning,2.90625
winseulbear,Lady Bird,2.03125
winseulbear,The Florida Project,5
winseulbear,The Killing of a Sacred Deer,2.5
winseulbear,A Ghost Story,1.3125
winseulbear,Marriage Story,2.75
winseulbear,The Island,2.5
winseulbear,The Irishman,3
winseulbear,Joy,1.510417
winseulbear,Drive,2.5
aerorun,Wind River,3.325
aerorun,Blood Red Sky,2.5
aerorun,Army of the Dead,2.279167
aerorun,We Can Be Heroes,4.25
aerorun,Ave Maryam,2.83125
aerorun,Lincoln,3.75
aerorun,Nightcrawler,2.875
aerorun,Searching for Sugar Man,2.84375
aerorun,Sabrina ,3
aerorun,Shirkers,2.90625
aerorun,The Ballad of Buster Scruggs,2.5
aerorun,Bad Genius,2
aerorun,Steel Rain ,3.25
aerorun,Solo: A Star Wars Story,3.75
aerorun,Submission,3.75
aerorun,Thor: Ragnarok,2.875
aerorun,Okja,2.666667
aerorun,Avengers: Infinity War,2.2875
aerorun,Black Panther,3.5
aerorun,Burning,3.175
aerorun,Lucid Dream,2.265625
aerorun,Long Shot,0.5
aerorun,Chasing the Dragon,3
aerorun,6 Days,2.043269
aerorun,Milea,2.1875
aerorun,The Witch: Part 1 - The Subversion,1.791667
aerorun,Lady Bird,2.666667
aerorun,Uncut Gems,3.5
aerorun,Time to Hunt,2.75
aerorun,Tigertail,2.840909
aerorun,The Killing of a Sacred Deer,2.75
aerorun,Happy Old Year,2.85
aerorun,A Ghost Story,2.916667
aerorun,Posesif,2.916667
aerorun,The Two Popes,3.275
aerorun,6 Underground,2.833333
aerorun,Marriage Story,2.669643
aerorun,Love for Sale,2.5
aerorun,Triple Frontier,2.952381
aerorun,The Irishman,2
aerorun,Shadow,2.742898
aerorun,Drive,2.945139
MovieManID,Gunpowder Milkshake,2.5
MovieManID,Beckett,2.5
MovieManID,Five Feet Apart,3.348214
MovieManID,Kingdom: Ashin of the North,2.75
MovieManID,A Perfect Fit,3.275
MovieManID,Tersanjung the Movie,2.5
MovieManID,Death to 2020,2.279167
MovieManID,Geez & Ann,2.5
MovieManID,I Care a Lot,2.25
MovieManID,Pieces of a Woman,2.083333
MovieManID,Space Sweepers,2.5
MovieManID,We Can Be Heroes,2.889881
MovieManID,His House,2.808333
MovieManID,Holidate,3
MovieManID,Rebecca,0.875
MovieManID,The Trial of the Chicago 7,2.802083
MovieManID,Enola Holmes,3.4
MovieManID,The Babysitter: Killer Queen,3.25
MovieManID,Cargo,2.613636
MovieManID,#Alive,2.439583
MovieManID,Ave Maryam,2.458333
MovieManID,Scott Pilgrim vs. the World,2.5
MovieManID,Polar,2.4
MovieManID,Bird Box,3.125
MovieManID,Apostle ,2.708333
MovieManID,Kuntilanak ,3
MovieManID,Us and Them,2.714286
MovieManID,The Ballad of Buster Scruggs,2.520833
MovieManID,Private Life,2.9375
MovieManID,The Ritual,2.895139
MovieManID,Spider-Man: Into the Spider-Verse,5
MovieManID,The Secret Life of Pets 2,3
MovieManID,The Nutcracker and the Four Realms,2.5
MovieManID,Avengers: Infinity War,1.6875
MovieManID,Black Panther,4.21875
MovieManID,A Wrinkle in Time,3.25
MovieManID,1922,2.916667
MovieManID,The Babysitter,2.710565
MovieManID,Voyeur,3.4375
MovieManID,Skins,2.25
MovieManID,Milea,2.770833
MovieManID,Ne Zha,4
MovieManID,Uncut Gems,2.5
MovieManID,Dilan 1990,2.507813
MovieManID,My Stupid Boss 2,3.5
MovieManID,The Willoughbys,2.21875
MovieManID,Marriage Story,3
MovieManID,After,2.5
MovieManID,Triple Frontier,3.125
MovieManID,The Dirt,2.725
MovieManID,The Perfection,2.8125
MovieManID,Unicorn Store,3.375
CenayangFilm,Gunpowder Milkshake,2.5
CenayangFilm,Wind River,3.375
CenayangFilm,Five Feet Apart,3.494048
CenayangFilm,Ali & Ratu Ratu Queens,2.5
CenayangFilm,Army of the Dead,3.5
CenayangFilm,The Mitchells vs The Machines,3.164063
CenayangFilm,Ride or Die,3.354167
CenayangFilm,Night in Paradise,3.101563
CenayangFilm,Tersanjung the Movie,2.875
CenayangFilm,Geez & Ann,2.947917
CenayangFilm,Generasi 90an: Melankolia,1.875
CenayangFilm,I Care a Lot,2.483333
CenayangFilm,June & Kopi,3.625
CenayangFilm,Layla Majnun,2.5
CenayangFilm,Mariposa,3.084821
CenayangFilm,Moxie,3.074405
CenayangFilm,Space Sweepers,3.47
CenayangFilm,Tarung Sarung,3.054167
CenayangFilm,The Call,2.5
CenayangFilm,The White Tiger,3.875
CenayangFilm,His House,2.1875
CenayangFilm,Over the Moon,3.214286
CenayangFilm,The Trial of the Chicago 7,2.859375
CenayangFilm,Enola Holmes,2.791667
CenayangFilm,The Devil All The Time,3.166667
CenayangFilm,The Babysitter: Killer Queen,2.890625
CenayangFilm,The Social Dilemma,2.541667
CenayangFilm,#Alive,2.78125
CenayangFilm,Project Power,3.275
CenayangFilm,Nightcrawler,2.875
CenayangFilm,Bird Box,3.5
CenayangFilm,The Ballad of Buster Scruggs,1.916667
CenayangFilm,Bad Genius,1.666667
CenayangFilm,Benji ,3.229167
CenayangFilm,Solo: A Star Wars Story,2.85
CenayangFilm,Spider-Man: Into the Spider-Verse,2.5
CenayangFilm,The Incredibles 2,2.8125
CenayangFilm,Death Note,2.625
CenayangFilm,Ant-Man and the Wasp,3.116071
CenayangFilm,Avengers: Infinity War,2.75
CenayangFilm,Black Panther,2.125
CenayangFilm,Buffalo Boys,2.166667
CenayangFilm,The Babysitter,4.625
CenayangFilm,Long Shot,2.5
CenayangFilm,A Whisker Away,3.435417
CenayangFilm,Milea,3.125
CenayangFilm,The Night Clerk,3.234375
CenayangFilm,Uncut Gems,2.216667
CenayangFilm,Dilan 1990,3.9375
CenayangFilm,Dilan 1991,2.3
CenayangFilm,Si Doel the Movie,3.375
CenayangFilm,The Willoughbys,2.979167
CenayangFilm,Lost Girls,3.054688
CenayangFilm,Spenser Confidential,2.306548
CenayangFilm,Love for Sale 2,3.75
CenayangFilm,The Two Popes,3.375
CenayangFilm,John Henry,2.083333
CenayangFilm,6 Underground,2.972222
CenayangFilm,Marriage Story,3.390625
CenayangFilm,After,3.4375
CenayangFilm,Love for Sale,3.15625
CenayangFilm,Triple Frontier,3
CenayangFilm,The Irishman,3.154762
CenayangFilm,The Highwaymen,2.5
CenayangFilm,El Camino: A Breaking Bad Movie,2.5
djaycoholyc,Gunpowder Milkshake,3.5
djaycoholyc,Beckett,3.041667
djaycoholyc,The Swarm,2.666667
djaycoholyc,Blood Red Sky,3
djaycoholyc,A Perfect Fit,2.5
djaycoholyc,A Classic Horror Story,1.5
djaycoholyc,Si Doel the Movie 2,3.5
djaycoholyc,Haseen Dillruba,4
djaycoholyc,The 8th Night,2.5
djaycoholyc,Ali & Ratu Ratu Queens,4
djaycoholyc,Wish Dragon,3.5
djaycoholyc,Ghost Lab,1
djaycoholyc,Army of the Dead,3.5
djaycoholyc,The Woman in the Window,3
djaycoholyc,Super Me,1
djaycoholyc,The Mitchells vs The Machines,4
djaycoholyc,Tersanjung the Movie,4
djaycoholyc,The Last Mercenary,3
djaycoholyc,Two Distant Strangers,4
djaycoholyc,Thunder Force,2
djaycoholyc,Geez & Ann,1
djaycoholyc,Generasi 90an: Melankolia,3
djaycoholyc,I Care a Lot,3
djaycoholyc,If Anything Happens I Love You,2.5
djaycoholyc,June & Kopi,3
djaycoholyc,Layla Majnun,1.5
djaycoholyc,Ma Rainey's Black Bottom,3.5
djaycoholyc,Mariposa,3.5
djaycoholyc,Moxie,3
djaycoholyc,Outside the Wire,2
djaycoholyc,Pieces of a Woman,4
djaycoholyc,Sightless,2
djaycoholyc,Space Sweepers,1
djaycoholyc,Tarung Sarung,3
djaycoholyc,The White Tiger,4
djaycoholyc,Ludo,3.5
djaycoholyc,Over the Moon,3.75
djaycoholyc,The Trial of the Chicago 7,3
djaycoholyc,Enola Holmes,2
djaycoholyc,The Devil All The Time,3.5
djaycoholyc,#Alive,3.133929
djaycoholyc,Ave Maryam,3.070833
djaycoholyc,Project Power,1
djaycoholyc,Legion,2
djaycoholyc,Lincoln,3.5
djaycoholyc,Movie 43,2.5
djaycoholyc,Scott Pilgrim vs. the World,3.333333
djaycoholyc,Room,3.75
djaycoholyc,Surga Yang Tak Dirindukan 2,0
djaycoholyc,The Doll 2,1.25
djaycoholyc,Bird Box,4
djaycoholyc,Target ,4.375
djaycoholyc,Kuntilanak ,2.840909
djaycoholyc,Beyond Skyline,0.75
djaycoholyc,Bad Genius,3.083333
djaycoholyc,Galih dan Ratna,4
djaycoholyc,Spider-Man: Into the Spider-Verse,3
djaycoholyc,Thor: Ragnarok,4
djaycoholyc,Okja,1.875
djaycoholyc,5 Cowok Jagoan,3.3
djaycoholyc,Ant-Man and the Wasp,4
djaycoholyc,Avengers: Infinity War,4.5
djaycoholyc,Black Panther,4.25
djaycoholyc,Buffalo Boys,1.5
djaycoholyc,A Wrinkle in Time,1.5
djaycoholyc,Milea,2.5
djaycoholyc,Lady Bird,3.5
djaycoholyc,The Disaster Artist,3
djaycoholyc,Uncut Gems,2.5
djaycoholyc,Dilan 1990,3.5
djaycoholyc,Dilan 1991,3.5
djaycoholyc,Si Doel the Movie,4
djaycoholyc,My Stupid Boss 2,4
djaycoholyc,The Florida Project,3.5
djaycoholyc,Happy Old Year,4
djaycoholyc,Lost Girls,2.5
djaycoholyc,Love for Sale 2,4
djaycoholyc,Posesif,4
djaycoholyc,The Two Popes,4
djaycoholyc,Cahaya Dari Timur Beta Maluku,4
djaycoholyc,Eurovision Song Contest: The Story of Fire Saga,4
djaycoholyc,6 Underground,3
djaycoholyc,Marriage Story,4
djaycoholyc,The Island,2.25
djaycoholyc,Love for Sale,4
djaycoholyc,Love for Sale,3.125
djaycoholyc,The Irishman,3.5
djaycoholyc,Drive,2
HabisNontonFilm,Gunpowder Milkshake,2.65
HabisNontonFilm,Man in Love,2.916667
HabisNontonFilm,The Kissing Booth 3,2.642262
HabisNontonFilm,A Classic Horror Story,2.583333
HabisNontonFilm,Ali & Ratu Ratu Queens,3.708333
HabisNontonFilm,Ghost Lab,2.59375
HabisNontonFilm,Army of the Dead,3.125
HabisNontonFilm,Tersanjung the Movie,3.292857
HabisNontonFilm,Geez & Ann,2.666667
HabisNontonFilm,I Care a Lot,3.110491
HabisNontonFilm,If Anything Happens I Love You,2.5
HabisNontonFilm,June & Kopi,3.5
HabisNontonFilm,Layla Majnun,2.068452
HabisNontonFilm,Moxie,3.191667
HabisNontonFilm,Space Sweepers,2.666667
HabisNontonFilm,Tarung Sarung,3.5
HabisNontonFilm,The White Tiger,3.346354
HabisNontonFilm,We Can Be Heroes,3.041667
HabisNontonFilm,The Trial of the Chicago 7,3.232143
HabisNontonFilm,Enola Holmes,3.140278
HabisNontonFilm,The Devil All The Time,3.446667
HabisNontonFilm,#Alive,2.5
HabisNontonFilm,My Octopus Teacher,2.879167
HabisNontonFilm,I'm Thinking of Ending Things,2.53125
HabisNontonFilm,"Love, Rosie",3.238095
HabisNontonFilm,Bad Genius,2.7875
HabisNontonFilm,Spider-Man: Into the Spider-Verse,2.9375
HabisNontonFilm,Okja,3.5625
HabisNontonFilm,Burning,3.03125
HabisNontonFilm,Long Shot,3.07197
HabisNontonFilm,The Kissing Booth 2,2.903125
HabisNontonFilm,The Old Guard,3.208333
HabisNontonFilm,Milea,2.671402
HabisNontonFilm,Da 5 Bloods,2.979924
HabisNontonFilm,The Night Clerk,1.770833
HabisNontonFilm,Uncut Gems,2.52904
HabisNontonFilm,Time to Hunt,2.320313
HabisNontonFilm,Tigertail,4
HabisNontonFilm,Happy Old Year,2.5
HabisNontonFilm,Tootsies & The Fake,2
HabisNontonFilm,Love for Sale 2,3.583333
HabisNontonFilm,Marriage Story,3.325
rayculz,The Mitchells vs The Machines,4
rayculz,Nightcrawler,5
rayculz,Room,2.75
rayculz,Molly's Game,4.25
rayculz,Spider-Man: Into the Spider-Verse,3.125
rayculz,Black Panther,3.725
rayculz,Burning,2.59881
rayculz,Lady Bird,3.325
rayculz,Ne Zha,3.875
rayculz,In the Tall Grass,2
rayculz,Triple Frontier,2.210227
rayculz,The Irishman,1.341781
rayculz,Shadow,4.5
rayculz,Drive,4.375
sir_amirsyarif,Milea,2.6875
sir_amirsyarif,Lady Bird,5
sir_amirsyarif,Dilan 1990,3.9375
sir_amirsyarif,Dilan 1991,2.982955
sir_amirsyarif,The Killing of a Sacred Deer,3.375
sir_amirsyarif,Happy Old Year,4.5
sir_amirsyarif,Cahaya Dari Timur Beta Maluku,2.975
sir_amirsyarif,Munafik 2,1.604167
sir_amirsyarif,Joy,2.857143
sir_amirsyarif,Drive,3.15
cinemuach,The Croods,4
cinemuach,Turbo,3.375
cinemuach,Sherlock Holmes,3.75
hafilova,Hugo,4.5
hafilova,The Bling Ring,3.0625
hafilova,Sinister 2,2.5
hafilova,Black Sea,3.5
hafilova,The Theory of Everything,2.5
hafilova,Dallas Buyers Club,4
hafilova,Earth to Echo,2
hafilova,Swiss Army Man,2.666667
hafilova,The Croods,4
hafilova,The Devil Inside,2.836538
hafilova,Chappie,3
hafilova,Green Lantern,2.5
hafilova,Snowpiercer,4
hafilova,Underworld: Awakening,3.25
hafilova,The Darkest Hour,3
hafilova,Insidious,3.375
hafilova,The Conjuring,3.75
hafilova,War Dogs,3.5
hafilova,3 Days to Kill,2
hafilova,ParaNorman,5
hafilova,How to Train Your Dragon 2,3.375
hafilova,Ip Man 3,3.141667
hafilova,Jupiter Ascending,0.916667
hafilova,Train to Busan,4
hafilova,Transcendence,3
hafilova,Transcendence,3.125
hafilova,Poseidon,1
hafilova,Kung Fu Panda,3
hafilova,Young Adult,4
hafilova,Captain Fantastic,3
hafilova,Cloverfield,3.5
hafilova,Superbad,3
hafilova,Paranormal Activity,4
hafilova,Race to Witch Mountain,1
sir_amirsyarif,My Stupid Boss,3.875
sir_amirsyarif,The Last Airbender,2.5
sir_amirsyarif,Sinister 2,0.75
sir_amirsyarif,Habibie & Ainun,3.666667
sir_amirsyarif,Rudy Habibie,1.736111
sir_amirsyarif,Cloud Atlas,1.3125
sir_amirsyarif,Surat Dari Praha,4.125
sir_amirsyarif,The Adventures of Tintin,4.25
sir_amirsyarif,The Iron Lady,4
sir_amirsyarif,Inception,3.375
sir_amirsyarif,Due Date,3
sir_amirsyarif,Triple 9,4
sir_amirsyarif,How to Train Your Dragon 2,3.916667
sir_amirsyarif,Puss in Boots,2.875
sir_amirsyarif,The Smurfs,3.035714
sir_amirsyarif,The Social Network,2.861111
sir_amirsyarif,Train to Busan,3.895833
sir_amirsyarif,Transcendence,2.590278
sir_amirsyarif,The Lovely Bones,4.5
sir_amirsyarif,The Last Exorcism,3.34375
sir_amirsyarif,Into the Wild,4.041667
sir_amirsyarif,Young Adult,3.916667
sir_amirsyarif,Captain Fantastic,2.75
sir_amirsyarif,Blue Valentine,3.416667
sir_amirsyarif,American Ultra,3.75
sir_amirsyarif,Bedtime Stories,4.25
sir_amirsyarif,Casino Royale,5
sir_amirsyarif,Sherlock Holmes,3.5
sir_amirsyarif,Superman Returns,3.25
sir_amirsyarif,Teenage Mutant Ninja Turtles,2.96875
sir_amirsyarif,The Amityville Horror,2.760417
sir_amirsyarif,The Princess and the Frog,1.4375
sir_amirsyarif,The Time Traveler's Wife,1
sir_amirsyarif,Zombieland,4
sir_amirsyarif,Invictus,4.5
sir_amirsyarif,Merantau,2.9375
sir_amirsyarif,Paranormal Activity,2.75
sir_amirsyarif,Rachel Getting Married,3.75
sir_amirsyarif,Revolutionary Road,2.5
sir_amirsyarif,Get Smart,3.425
sir_amirsyarif,Friday the 13th,2.125
sinema911,My Stupid Boss,3.75
sinema911,Sinister 2,3.25
sinema911,Olympus Has Fallen,4.25
sinema911,Habibie & Ainun,2.5
sinema911,Cloud Atlas,1.822917
sinema911,Suckseed,3.4375
sinema911,Grown Ups,3.1875
sinema911,Chappie,3.25
sinema911,Inception,2.758929
sinema911,Due Date,3.6875
sinema911,The BFG,1.666667
sinema911,The Conjuring,1.25
sinema911,War Dogs,2.833333
sinema911,How to Train Your Dragon 2,3.75
sinema911,Seventh Son,3.166667
sinema911,My True Friend,3.375
sinema911,Turbo,2.5
sinema911,A Love Story,2.809091
sinema911,Twilight,3.111111
